period_id,type_id,contact_id,overridden,comment,editor_id,created_date,leave_amount,brought_forward_amount,public_holiday_amount,overridden_amount
2,1,242,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,242,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,242,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,242,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,242,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,242,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,242,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,242,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,242,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,242,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,243,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,243,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,243,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,243,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,243,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,243,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,243,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,243,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,243,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,243,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,243,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,243,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,243,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,243,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,243,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,243,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,243,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,243,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,244,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,244,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,244,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,244,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,244,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,244,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,244,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,244,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,244,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,244,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,244,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,244,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,244,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,244,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,244,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,244,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,244,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,244,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,245,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,245,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,245,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,245,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,245,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,245,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,245,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,245,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,245,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,245,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,245,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,245,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,245,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,245,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,245,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,245,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,245,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,245,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,247,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,247,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,247,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,247,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,247,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,247,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,247,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,247,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,247,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,247,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,247,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,247,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,247,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,247,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,247,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,247,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,247,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,247,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,248,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,248,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,248,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,248,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,248,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,248,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,248,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,248,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,248,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,248,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,248,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,248,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,248,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,248,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,248,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,248,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,248,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,248,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,249,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,249,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,249,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,249,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,249,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,249,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,249,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,249,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,249,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,249,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,249,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,249,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,249,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,249,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,249,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,249,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,249,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,249,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,250,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,250,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,250,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,250,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,250,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,250,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,250,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,250,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,250,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,250,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,250,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,250,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,250,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,250,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,250,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,250,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,250,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,250,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,251,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,251,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,251,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,251,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,251,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,251,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,251,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,251,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,251,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,251,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,251,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,251,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,251,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,251,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,251,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,251,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,251,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,251,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,252,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,252,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,252,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,252,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,252,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,252,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,252,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,252,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,9,252,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,1,253,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,253,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,253,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,253,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,253,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,253,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,253,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,253,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,253,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,253,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,253,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,253,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,253,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,253,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,253,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,253,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,253,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,253,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,254,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,254,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,254,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,254,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,254,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,254,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,254,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,254,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,254,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,254,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,254,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,254,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,254,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,254,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,254,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,254,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,254,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,254,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,255,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,255,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,255,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,255,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,255,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,255,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,255,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,8,255,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,255,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,255,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,255,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,255,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,255,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,255,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,255,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,255,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,255,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,255,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,256,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,256,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,256,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,256,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,256,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,256,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,256,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,256,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,256,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,256,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,256,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,256,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,256,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,256,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,256,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,256,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,9,256,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,9,256,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
1,1,258,0,NULL,306,2018-02-16 11:24:32,28.00,0.00,0.00,0.00
1,2,258,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,3,258,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,4,258,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,5,258,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,6,258,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
1,7,258,1,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,1.00
1,8,258,0,NULL,306,2018-02-16 11:24:32,0.00,0.00,0.00,0.00
2,1,258,0,NULL,306,2018-02-13 19:06:57,28.00,5.00,0.00,0.00
2,2,258,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,3,258,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,4,258,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,5,258,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,6,258,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,7,258,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
2,8,258,0,NULL,306,2018-02-13 19:06:57,0.00,0.00,0.00,0.00
